,feature_combinations,SEN_Train,SPEC_Train,NMF_EM_1,NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA
1625,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,EM_shannon,OT_FLEN,ichorCNA",0.5229007633587787,0.8941176470588236,1,0,1,1,1,0,1,0,1,0,1
1626,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.5343511450381679,0.8941176470588236,1,0,1,1,1,0,1,0,0,1,1
1627,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.29770992366412213,0.9176470588235294,1,0,1,1,1,0,0,1,1,1,0
1628,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_EM,OT_FLEN,ichorCNA",0.5038167938931297,0.8941176470588236,1,0,1,1,1,0,0,1,1,0,1
1629,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5152671755725191,0.8941176470588236,1,0,1,1,1,0,0,1,0,1,1
1630,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5038167938931297,0.9058823529411765,1,0,1,1,1,0,0,0,1,1,1
1631,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN",0.38549618320610685,0.9176470588235294,1,0,1,1,0,1,1,1,1,0,0
1632,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.38549618320610685,0.9176470588235294,1,0,1,1,0,1,1,1,0,1,0
1633,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_EM,ichorCNA",0.5458015267175572,0.8941176470588236,1,0,1,1,0,1,1,1,0,0,1
1634,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.38549618320610685,0.9176470588235294,1,0,1,1,0,1,1,0,1,1,0
1635,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,ichorCNA",0.5458015267175572,0.8941176470588236,1,0,1,1,0,1,1,0,1,0,1
1636,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.5458015267175572,0.8941176470588236,1,0,1,1,0,1,1,0,0,1,1
1637,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.3435114503816794,0.9176470588235294,1,0,1,1,0,1,0,1,1,1,0
1638,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_EM,OT_FLEN,ichorCNA",0.5343511450381679,0.8941176470588236,1,0,1,1,0,1,0,1,1,0,1
1639,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5343511450381679,0.8941176470588236,1,0,1,1,0,1,0,1,0,1,1
1640,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5190839694656488,0.8941176470588236,1,0,1,1,0,1,0,0,1,1,1
1641,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.3511450381679389,0.9176470588235294,1,0,1,1,0,0,1,1,1,1,0
1642,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5190839694656488,0.8941176470588236,1,0,1,1,0,0,1,1,1,0,1
1643,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5267175572519084,0.8941176470588236,1,0,1,1,0,0,1,1,0,1,1
1644,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5305343511450382,0.8941176470588236,1,0,1,1,0,0,1,0,1,1,1
1645,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5114503816793893,0.8941176470588236,1,0,1,1,0,0,0,1,1,1,1
1646,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN",0.37404580152671757,0.9176470588235294,1,0,1,0,1,1,1,1,1,0,0
1647,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.37404580152671757,0.9176470588235294,1,0,1,0,1,1,1,1,0,1,0
1648,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,ichorCNA",0.5419847328244275,0.8941176470588236,1,0,1,0,1,1,1,1,0,0,1
1649,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.37404580152671757,0.9176470588235294,1,0,1,0,1,1,1,0,1,1,0
1650,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,ichorCNA",0.5419847328244275,0.8941176470588236,1,0,1,0,1,1,1,0,1,0,1
1651,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.5419847328244275,0.8941176470588236,1,0,1,0,1,1,1,0,0,1,1
1652,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.3320610687022901,0.9176470588235294,1,0,1,0,1,1,0,1,1,1,0
1653,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,ichorCNA",0.5305343511450382,0.8941176470588236,1,0,1,0,1,1,0,1,1,0,1
1654,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5305343511450382,0.8941176470588236,1,0,1,0,1,1,0,1,0,1,1
1655,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5076335877862596,0.9176470588235294,1,0,1,0,1,1,0,0,1,1,1
1656,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.33969465648854963,0.9176470588235294,1,0,1,0,1,0,1,1,1,1,0
1657,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5152671755725191,0.8941176470588236,1,0,1,0,1,0,1,1,1,0,1
1658,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5267175572519084,0.8941176470588236,1,0,1,0,1,0,1,1,0,1,1
1659,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5267175572519084,0.8941176470588236,1,0,1,0,1,0,1,0,1,1,1
1660,"NMF_EM_1,NMF_NUCLEOSOME_2,FLEN_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5038167938931297,0.8941176470588236,1,0,1,0,1,0,0,1,1,1,1
1661,"NMF_EM_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.3702290076335878,0.9176470588235294,1,0,1,0,0,1,1,1,1,1,0
1662,"NMF_EM_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5381679389312977,0.8941176470588236,1,0,1,0,0,1,1,1,1,0,1
1663,"NMF_EM_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5381679389312977,0.8941176470588236,1,0,1,0,0,1,1,1,0,1,1
1664,"NMF_EM_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5381679389312977,0.8941176470588236,1,0,1,0,0,1,1,0,1,1,1
1665,"NMF_EM_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5267175572519084,0.8941176470588236,1,0,1,0,0,1,0,1,1,1,1
1666,"NMF_EM_1,NMF_NUCLEOSOME_2,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5229007633587787,0.8941176470588236,1,0,1,0,0,0,1,1,1,1,1
1667,"NMF_EM_1,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN",0.38549618320610685,0.9176470588235294,1,0,0,1,1,1,1,1,1,0,0
1668,"NMF_EM_1,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.38549618320610685,0.9176470588235294,1,0,0,1,1,1,1,1,0,1,0
1669,"NMF_EM_1,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,ichorCNA",0.549618320610687,0.8941176470588236,1,0,0,1,1,1,1,1,0,0,1
1670,"NMF_EM_1,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.38549618320610685,0.9176470588235294,1,0,0,1,1,1,1,0,1,1,0
1671,"NMF_EM_1,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,ichorCNA",0.549618320610687,0.8941176470588236,1,0,0,1,1,1,1,0,1,0,1
1672,"NMF_EM_1,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.549618320610687,0.8941176470588236,1,0,0,1,1,1,1,0,0,1,1
1673,"NMF_EM_1,EM_score,FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.3435114503816794,0.9176470588235294,1,0,0,1,1,1,0,1,1,1,0
1674,"NMF_EM_1,EM_score,FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,ichorCNA",0.5381679389312977,0.8941176470588236,1,0,0,1,1,1,0,1,1,0,1
1675,"NMF_EM_1,EM_score,FLEN_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5381679389312977,0.8941176470588236,1,0,0,1,1,1,0,1,0,1,1
1676,"NMF_EM_1,EM_score,FLEN_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5267175572519084,0.8941176470588236,1,0,0,1,1,1,0,0,1,1,1
1677,"NMF_EM_1,EM_score,FLEN_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.3511450381679389,0.9176470588235294,1,0,0,1,1,0,1,1,1,1,0
1678,"NMF_EM_1,EM_score,FLEN_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5190839694656488,0.8941176470588236,1,0,0,1,1,0,1,1,1,0,1
1679,"NMF_EM_1,EM_score,FLEN_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5343511450381679,0.8941176470588236,1,0,0,1,1,0,1,1,0,1,1
1680,"NMF_EM_1,EM_score,FLEN_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5343511450381679,0.8941176470588236,1,0,0,1,1,0,1,0,1,1,1
1681,"NMF_EM_1,EM_score,FLEN_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5152671755725191,0.8941176470588236,1,0,0,1,1,0,0,1,1,1,1
1682,"NMF_EM_1,EM_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.3816793893129771,0.9176470588235294,1,0,0,1,0,1,1,1,1,1,0
1683,"NMF_EM_1,EM_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5458015267175572,0.8941176470588236,1,0,0,1,0,1,1,1,1,0,1
1684,"NMF_EM_1,EM_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5458015267175572,0.8941176470588236,1,0,0,1,0,1,1,1,0,1,1
1685,"NMF_EM_1,EM_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5458015267175572,0.8941176470588236,1,0,0,1,0,1,1,0,1,1,1
1686,"NMF_EM_1,EM_score,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5343511450381679,0.8941176470588236,1,0,0,1,0,1,0,1,1,1,1
1687,"NMF_EM_1,EM_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5305343511450382,0.8941176470588236,1,0,0,1,0,0,1,1,1,1,1
1688,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.3702290076335878,0.9176470588235294,1,0,0,0,1,1,1,1,1,1,0
1689,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5419847328244275,0.8941176470588236,1,0,0,0,1,1,1,1,1,0,1
1690,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5419847328244275,0.8941176470588236,1,0,0,0,1,1,1,1,0,1,1
1691,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5419847328244275,0.8941176470588236,1,0,0,0,1,1,1,0,1,1,1
1692,"NMF_EM_1,FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5305343511450382,0.8941176470588236,1,0,0,0,1,1,0,1,1,1,1
1693,"NMF_EM_1,FLEN_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5267175572519084,0.8941176470588236,1,0,0,0,1,0,1,1,1,1,1
1694,"NMF_EM_1,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5381679389312977,0.8941176470588236,1,0,0,0,0,1,1,1,1,1,1
1695,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM",0.45038167938931295,0.8823529411764706,0,1,1,1,1,1,1,1,0,0,0
1696,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN",0.45038167938931295,0.8823529411764706,0,1,1,1,1,1,1,0,1,0,0
1697,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME",0.45038167938931295,0.8823529411764706,0,1,1,1,1,1,1,0,0,1,0
1698,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,1,1,1,1,0,0,0,1
1699,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN",0.4351145038167939,0.8823529411764706,0,1,1,1,1,1,0,1,1,0,0
1700,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME",0.4351145038167939,0.8823529411764706,0,1,1,1,1,1,0,1,0,1,0
1701,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,OT_EM,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,1,1,1,1,0,1,0,0,1
1702,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME",0.42748091603053434,0.8823529411764706,0,1,1,1,1,1,0,0,1,1,0
1703,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,OT_FLEN,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,1,1,1,0,0,1,0,1
1704,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,NUCLEOSOME_score,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,1,1,1,0,0,0,1,1
1705,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,EM_shannon,OT_EM,OT_FLEN",0.42366412213740456,0.8823529411764706,0,1,1,1,1,0,1,1,1,0,0
1706,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.42366412213740456,0.8823529411764706,0,1,1,1,1,0,1,1,0,1,0
1707,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,EM_shannon,OT_EM,ichorCNA",0.5572519083969466,0.8705882352941177,0,1,1,1,1,0,1,1,0,0,1
1708,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.42748091603053434,0.8823529411764706,0,1,1,1,1,0,1,0,1,1,0
1709,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,EM_shannon,OT_FLEN,ichorCNA",0.5648854961832062,0.8705882352941177,0,1,1,1,1,0,1,0,1,0,1
1710,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,1,1,0,1,0,0,1,1
1711,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.40458015267175573,0.8823529411764706,0,1,1,1,1,0,0,1,1,1,0
1712,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_EM,OT_FLEN,ichorCNA",0.5572519083969466,0.8705882352941177,0,1,1,1,1,0,0,1,1,0,1
1713,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5610687022900763,0.8705882352941177,0,1,1,1,1,0,0,1,0,1,1
1714,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,FLEN_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5534351145038168,0.8823529411764706,0,1,1,1,1,0,0,0,1,1,1
1715,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN",0.45038167938931295,0.8823529411764706,0,1,1,1,0,1,1,1,1,0,0
1716,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.45038167938931295,0.8823529411764706,0,1,1,1,0,1,1,1,0,1,0
1717,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_EM,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,1,0,1,1,1,0,0,1
1718,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.45038167938931295,0.8823529411764706,0,1,1,1,0,1,1,0,1,1,0
1719,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,1,0,1,1,0,1,0,1
1720,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,1,0,1,1,0,0,1,1
1721,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.4351145038167939,0.8823529411764706,0,1,1,1,0,1,0,1,1,1,0
1722,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_EM,OT_FLEN,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,1,1,0,1,0,1,1,0,1
1723,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,1,1,0,1,0,1,0,1,1
1724,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,1,0,1,0,0,1,1,1
1725,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.42748091603053434,0.8823529411764706,0,1,1,1,0,0,1,1,1,1,0
1726,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5648854961832062,0.8705882352941177,0,1,1,1,0,0,1,1,1,0,1
1727,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,1,0,0,1,1,0,1,1
1728,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,1,0,0,1,0,1,1,1
1729,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5610687022900763,0.8705882352941177,0,1,1,1,0,0,0,1,1,1,1
1730,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN",0.44274809160305345,0.8823529411764706,0,1,1,0,1,1,1,1,1,0,0
1731,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME",0.44274809160305345,0.8823529411764706,0,1,1,0,1,1,1,1,0,1,0
1732,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,0,1,1,1,1,0,0,1
1733,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME",0.44274809160305345,0.8823529411764706,0,1,1,0,1,1,1,0,1,1,0
1734,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_FLEN,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,0,1,1,1,0,1,0,1
1735,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_NUCLEOSOME,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,0,1,1,1,0,0,1,1
1736,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.42748091603053434,0.8823529411764706,0,1,1,0,1,1,0,1,1,1,0
1737,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_EM,OT_FLEN,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,1,0,1,1,0,1,1,0,1
1738,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,1,0,1,1,0,1,0,1,1
1739,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,NUCLEOSOME_score,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,0,1,1,0,0,1,1,1
1740,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.4198473282442748,0.8823529411764706,0,1,1,0,1,0,1,1,1,1,0
1741,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5648854961832062,0.8705882352941177,0,1,1,0,1,0,1,1,1,0,1
1742,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,0,1,0,1,1,0,1,1
1743,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,0,1,0,1,0,1,1,1
1744,"NMF_FLEN_1,NMF_NUCLEOSOME_2,FLEN_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5572519083969466,0.8705882352941177,0,1,1,0,1,0,0,1,1,1,1
1745,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME",0.44274809160305345,0.8823529411764706,0,1,1,0,0,1,1,1,1,1,0
1746,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,0,0,1,1,1,1,0,1
1747,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_EM,OT_NUCLEOSOME,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,0,0,1,1,1,0,1,1
1748,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,EM_shannon,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5801526717557252,0.8705882352941177,0,1,1,0,0,1,1,0,1,1,1
1749,"NMF_FLEN_1,NMF_NUCLEOSOME_2,NUCLEOSOME_score,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5763358778625954,0.8705882352941177,0,1,1,0,0,1,0,1,1,1,1
1750,"NMF_FLEN_1,NMF_NUCLEOSOME_2,EM_shannon,OT_EM,OT_FLEN,OT_NUCLEOSOME,ichorCNA",0.5687022900763359,0.8705882352941177,0,1,1,0,0,0,1,1,1,1,1
1751,"NMF_FLEN_1,EM_score,FLEN_score,NUCLEOSOME_score,EM_shannon,OT_EM,OT_FLEN",0.44656488549618323,0.8823529411764706,0,1,0,1,1,1,1,1,1,0,0
